# Total no. trials = 400000
# Max waiting time = 1000000
# Trgt not reached = 0
# FPT Norma const. = 1.0
# Maximum  of  FPT = 18
# Average  of  FPT = 4.199525
# Variance of  FPT = 0.593319774375
      1 0.00000000e+00
      2 0.00000000e+00
      3 0.00000000e+00
      4 9.22565000e-01
      5 0.00000000e+00
      6 6.03650000e-02
      7 0.00000000e+00
      8 1.30875000e-02
      9 0.00000000e+00
     10 3.01750000e-03
     11 0.00000000e+00
     12 7.30000000e-04
     13 0.00000000e+00
     14 1.75000000e-04
     15 0.00000000e+00
     16 4.50000000e-05
     17 0.00000000e+00
     18 1.50000000e-05
